Command line: test_speed.py
Total duration: 476.015s
File: <frozen importlib._bootstrap>
File duration: 29.5067s (6.20%)
Line #|      Hits|         Time| Time per hit|      %|Source code
   175|         0|            0|            0|  0.00%|
   176|     78312|     0.250519|  3.19899e-06|  0.05%|
   177|     39156|     0.149979|  3.83029e-06|  0.03%|
   178|     39156|     0.142191|   3.6314e-06|  0.03%|
   179|         0|            0|            0|  0.00%|
   180|         0|            0|            0|  0.00%|
   181|         0|            0|            0|  0.00%|
   182|     39156|     0.150963|  3.85543e-06|  0.03%|
   183|     39156|     0.137982|  3.52391e-06|  0.03%|
   184|         0|            0|            0|  0.00%|
   185|     39156|     0.141826|  3.62208e-06|  0.03%|
   186|         0|            0|            0|  0.00%|
   187|     39156|     0.172702|   4.4106e-06|  0.04%|
   188|         0|            0|            0|  0.00%|
   189|     41599|     0.173114|   4.1615e-06|  0.04%|
   190|         0|            0|            0|  0.00%|
   191|     41599|      0.15364|  3.69336e-06|  0.03%|
   192|         0|            0|            0|  0.00%|
   193|         0|            0|            0|  0.00%|
   194|     20392|    0.0901954|  4.42308e-06|  0.02%|
   195|         0|            0|            0|  0.00%|
   196|         0|            0|            0|  0.00%|
   197|         0|            0|            0|  0.00%|
   198|         0|            0|            0|  0.00%|
   199|         0|            0|            0|  0.00%|
   200|     20392|     0.217257|  1.06541e-05|  0.05%|
(call)|     20392|      1.61694|   7.9293e-05|  0.34%|# <frozen importlib._bootstrap>:157 _get_module_lock
   201|     20392|    0.0692513|    3.396e-06|  0.01%|
   202|     20392|     0.216725|  1.06279e-05|  0.05%|
(call)|     20392|     0.783476|  3.84207e-05|  0.16%|# <frozen importlib._bootstrap>:78 acquire
   203|         0|            0|            0|  0.00%|
   204|         0|            0|            0|  0.00%|
   205|         0|            0|            0|  0.00%|
   206|         0|            0|            0|  0.00%|
   207|         0|            0|            0|  0.00%|
   208|     20392|     0.202061|  9.90886e-06|  0.04%|
(call)|     20392|     0.613358|  3.00783e-05|  0.13%|# <frozen importlib._bootstrap>:103 release
   209|         0|            0|            0|  0.00%|
   210|         0|            0|            0|  0.00%|
   211|      4641|    0.0136244|  2.93567e-06|  0.00%|
   212|         0|            0|            0|  0.00%|
   213|         0|            0|            0|  0.00%|
   214|         0|            0|            0|  0.00%|
   215|         0|            0|            0|  0.00%|
   216|         0|            0|            0|  0.00%|
   217|         0|            0|            0|  0.00%|
   218|         0|            0|            0|  0.00%|
   219|      4641|       13.861|   0.00298663|  2.91%|
(call)|         1|  5.67436e-05|  5.67436e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/neptune/envs.py:18 <module>
(call)|      1417|      70.1754|     0.049524| 14.74%|# <frozen importlib._bootstrap>:978 _find_and_load
(call)|       825|     0.110789|  0.000134289|  0.02%|# <frozen importlib._bootstrap>:194 _lock_unlock_module
(call)|         1|   2.5034e-05|   2.5034e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/neptune/constants.py:17 <module>
(call)|         1|   0.00177336|   0.00177336|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/neptune/exceptions.py:16 <module>
(call)|        46|   0.00100231|  2.17894e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/neptune/internal/__init__.py:1 <module>
(call)|         1|   0.00957465|   0.00957465|  0.00%|# /opt/anaconda3/lib/python3.7/uuid.py:45 <module>
(call)|         1|    0.0109468|    0.0109468|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/_compat.py:2 <module>
(call)|         1|   0.00014019|   0.00014019|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/_unicodefun.py:1 <module>
(call)|         1|  0.000119686|  0.000119686|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/globals.py:1 <module>
(call)|         1|    0.0385704|    0.0385704|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/click/utils.py:1 <module>
(call)|         1|    0.0452621|    0.0452621|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/click/exceptions.py:1 <module>
(call)|         1|   0.00106239|   0.00106239|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/parser.py:20 <module>
(call)|         1|    0.0037508|    0.0037508|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/types.py:1 <module>
(call)|         1|    0.0109913|    0.0109913|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/termui.py:1 <module>
(call)|         1|    0.0294502|    0.0294502|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/click/formatting.py:1 <module>
(call)|         1|     0.163673|     0.163673|  0.03%|# /opt/anaconda3/lib/python3.7/site-packages/click/core.py:1 <module>
(call)|         1|   0.00100017|   0.00100017|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/click/decorators.py:1 <module>
(call)|         1|     0.219795|     0.219795|  0.05%|# /opt/anaconda3/lib/python3.7/site-packages/click/__init__.py:6 <module>
(call)|         1|  6.84261e-05|  6.84261e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/packages/ssl_match_hostname/__init__.py:1 <module>
(call)|         1|   0.00354075|   0.00354075|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/packages/__init__.py:1 <module>
(call)|         1|    0.0354166|    0.0354166|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/packages/six.py:21 <module>
(call)|         1|    0.0511296|    0.0511296|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/exceptions.py:1 <module>
(call)|         1|  0.000260353|  0.000260353|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/wait.py:1 <module>
(call)|         1|  4.74453e-05|  4.74453e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/contrib/_appengine_environ.py:3 <module>
(call)|         1|   0.00974679|   0.00974679|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/connection.py:1 <module>
(call)|         1|      0.01085|      0.01085|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/brotli/brotli.py:2 <module>
(call)|         1|    0.0140748|    0.0140748|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/brotli/__init__.py:3 <module>
(call)|         1|     0.019959|     0.019959|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/request.py:1 <module>
(call)|         1|  0.000259638|  0.000259638|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/response.py:1 <module>
(call)|         1|    0.0088017|    0.0088017|  0.00%|# /opt/anaconda3/lib/python3.7/hmac.py:4 <module>
(call)|         1|      1.07235|      1.07235|  0.23%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/url.py:1 <module>
(call)|         1|      1.08882|      1.08882|  0.23%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/ssl_.py:1 <module>
(call)|         1|  0.000342131|  0.000342131|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/timeout.py:1 <module>
(call)|         1|   0.00300407|   0.00300407|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/retry.py:1 <module>
(call)|         1|      1.13954|      1.13954|  0.24%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/__init__.py:1 <module>
(call)|         1|   0.00116992|   0.00116992|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/_collections.py:1 <module>
(call)|         1|      1.15751|      1.15751|  0.24%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/connection.py:1 <module>
(call)|         1|  0.000787258|  0.000787258|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/fields.py:1 <module>
(call)|         1|   0.00394392|   0.00394392|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/filepost.py:1 <module>
(call)|         1|    0.0097127|    0.0097127|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/request.py:1 <module>
(call)|         1|   0.00364876|   0.00364876|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/response.py:1 <module>
(call)|         1|  0.000239134|  0.000239134|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/util/queue.py:1 <module>
(call)|         1|      1.23998|      1.23998|  0.26%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/connectionpool.py:1 <module>
(call)|         1|   0.00586295|   0.00586295|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/poolmanager.py:1 <module>
(call)|         1|      1.25363|      1.25363|  0.26%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/__init__.py:3 <module>
(call)|         1|  4.24385e-05|  4.24385e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/compat.py:22 <module>
(call)|         1|  0.000456572|  0.000456572|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/enums.py:5 <module>
(call)|         1|  0.000264883|  0.000264883|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/charsetprober.py:29 <module>
(call)|         1|   0.00623608|   0.00623608|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/charsetgroupprober.py:28 <module>
(call)|         1|  0.000205278|  0.000205278|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/codingstatemachine.py:28 <module>
(call)|         1|   0.00105238|   0.00105238|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/escsm.py:28 <module>
(call)|         1|   0.00688314|   0.00688314|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/escprober.py:28 <module>
(call)|         1|  0.000555992|  0.000555992|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/latin1prober.py:29 <module>
(call)|         1|   0.00472736|   0.00472736|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/mbcssm.py:28 <module>
(call)|         1|   0.00771737|   0.00771737|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/utf8prober.py:28 <module>
(call)|         1|   0.00022459|   0.00022459|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/mbcharsetprober.py:30 <module>
(call)|         1|   0.00017643|   0.00017643|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/euctwfreq.py:44 <module>
(call)|         1|   0.00012064|   0.00012064|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/euckrfreq.py:41 <module>
(call)|         1|  0.000154972|  0.000154972|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/gb2312freq.py:42 <module>
(call)|         1|  0.000169754|  0.000169754|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/big5freq.py:43 <module>
(call)|         1|  0.000159979|  0.000159979|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/jisfreq.py:44 <module>
(call)|         1|     0.016386|     0.016386|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/chardistribution.py:28 <module>
(call)|         1|   0.00122666|   0.00122666|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/jpcntx.py:31 <module>
(call)|         1|    0.0265975|    0.0265975|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/sjisprober.py:28 <module>
(call)|         1|  0.000463009|  0.000463009|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/eucjpprober.py:28 <module>
(call)|         1|  0.000294685|  0.000294685|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/gb2312prober.py:28 <module>
(call)|         1|  0.000288725|  0.000288725|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/euckrprober.py:28 <module>
(call)|         1|  0.000282288|  0.000282288|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/cp949prober.py:28 <module>
(call)|         1|  0.000352621|  0.000352621|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/big5prober.py:28 <module>
(call)|         1|  0.000279188|  0.000279188|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/euctwprober.py:28 <module>
(call)|         1|    0.0577028|    0.0577028|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/mbcsgroupprober.py:30 <module>
(call)|         1|  0.000416756|  0.000416756|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/sbcharsetprober.py:29 <module>
(call)|         1|   0.00274897|   0.00274897|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langcyrillicmodel.py:31 <module>
(call)|         1|  0.000809193|  0.000809193|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langgreekmodel.py:35 <module>
(call)|         1|  0.000859976|  0.000859976|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langbulgarianmodel.py:38 <module>
(call)|         1|  0.000471354|  0.000471354|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langthaimodel.py:37 <module>
(call)|         1|  0.000406504|  0.000406504|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langhebrewmodel.py:38 <module>
(call)|         1|  0.000363588|  0.000363588|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/hebrewprober.py:28 <module>
(call)|         1|  0.000796318|  0.000796318|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/langturkishmodel.py:37 <module>
(call)|         1|    0.0302787|    0.0302787|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/sbcsgroupprober.py:29 <module>
(call)|         1|     0.124167|     0.124167|  0.03%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/universaldetector.py:36 <module>
(call)|         1|  3.17097e-05|  3.17097e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/version.py:6 <module>
(call)|         1|      0.13294|      0.13294|  0.03%|# /opt/anaconda3/lib/python3.7/site-packages/chardet/__init__.py:19 <module>
(call)|         1|   0.00151086|   0.00151086|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/exceptions.py:8 <module>
(call)|         1|  6.27041e-05|  6.27041e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/__version__.py:5 <module>
(call)|         1|   0.00482988|   0.00482988|  0.00%|# /opt/anaconda3/lib/python3.7/importlib/resources.py:1 <module>
(call)|         1|   0.00771904|   0.00771904|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/certifi/core.py:8 <module>
(call)|         1|    0.0107324|    0.0107324|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/certifi/__init__.py:1 <module>
(call)|         1|    0.0158165|    0.0158165|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/certs.py:14 <module>
(call)|         1|   0.00269246|   0.00269246|  0.00%|# /opt/anaconda3/lib/python3.7/numbers.py:6 <module>
(call)|         3|  0.000220299|  7.34329e-05|  0.00%|# /opt/anaconda3/lib/python3.7/abc.py:130 register
(call)|         3|   0.00402546|   0.00134182|  0.00%|# /opt/anaconda3/lib/python3.7/collections/__init__.py:316 namedtuple
(call)|         3|  0.000147581|  4.91937e-05|  0.00%|# /opt/anaconda3/lib/python3.7/abc.py:125 __new__
(call)|         1|    0.0122855|    0.0122855|  0.00%|# /opt/anaconda3/lib/python3.7/decimal.py:2 <module>
(call)|         1|  0.000108957|  0.000108957|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/errors.py:2 <module>
(call)|         1|   6.1512e-05|   6.1512e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/raw_json.py:2 <module>
(call)|         1|  0.000169516|  0.000169516|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/compat.py:2 <module>
(call)|         1|   0.00279403|   0.00279403|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/scanner.py:2 <module>
(call)|         1|   0.00925612|   0.00925612|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/decoder.py:2 <module>
(call)|         1|    0.0119889|    0.0119889|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/encoder.py:2 <module>
(call)|         1|    0.0495846|    0.0495846|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/simplejson/__init__.py:119 <module>
(call)|         1|        0.317|        0.317|  0.07%|# /opt/anaconda3/lib/python3.7/http/cookiejar.py:26 <module>
(call)|         1|     0.156641|     0.156641|  0.03%|# /opt/anaconda3/lib/python3.7/http/cookies.py:127 <module>
(call)|         1|     0.535491|     0.535491|  0.11%|# /opt/anaconda3/lib/python3.7/site-packages/requests/compat.py:9 <module>
(call)|         1|      0.53818|      0.53818|  0.11%|# /opt/anaconda3/lib/python3.7/site-packages/requests/_internal_utils.py:9 <module>
(call)|         1|   0.00147367|   0.00147367|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/cookies.py:10 <module>
(call)|         1|  0.000420809|  0.000420809|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/structures.py:8 <module>
(call)|         1|     0.584334|     0.584334|  0.12%|# /opt/anaconda3/lib/python3.7/site-packages/requests/utils.py:9 <module>
(call)|         1|  1.54972e-05|  1.54972e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/idna/package_data.py:1 <module>
(call)|         1|    0.0252802|    0.0252802|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/idna/idnadata.py:3 <module>
(call)|         1|  5.05447e-05|  5.05447e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/idna/intranges.py:6 <module>
(call)|         1|    0.0458381|    0.0458381|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/idna/core.py:1 <module>
(call)|         1|    0.0517452|    0.0517452|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/idna/__init__.py:1 <module>
(call)|         1|    0.0723336|    0.0723336|  0.02%|# /opt/anaconda3/lib/python3.7/site-packages/requests/packages.py:1 <module>
(call)|         1|   0.00322914|   0.00322914|  0.00%|# /opt/anaconda3/lib/python3.7/stringprep.py:6 <module>
(call)|         1|   0.00764847|   0.00764847|  0.00%|# /opt/anaconda3/lib/python3.7/encodings/idna.py:3 <module>
(call)|         1|  3.24249e-05|  3.24249e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/hooks.py:13 <module>
(call)|         1|  0.000941277|  0.000941277|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/auth.py:8 <module>
(call)|         1|   0.00731492|   0.00731492|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/status_codes.py:21 <module>
(call)|         1|    0.0295238|    0.0295238|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/requests/models.py:8 <module>
(call)|         1|   0.00414562|   0.00414562|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/socks.py:1 <module>
(call)|         1|    0.0105913|    0.0105913|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/urllib3/contrib/socks.py:36 <module>
(call)|         1|    0.0154979|    0.0154979|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/adapters.py:9 <module>
(call)|         1|    0.0206072|    0.0206072|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/requests/sessions.py:9 <module>
(call)|         1|    0.0238214|    0.0238214|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/requests/api.py:11 <module>
(call)|         1|      2.12764|      2.12764|  0.45%|# /opt/anaconda3/lib/python3.7/site-packages/requests/__init__.py:41 <module>
(call)|         1|  2.93255e-05|  2.93255e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/bravado/__init__.py:2 <module>
(call)|         1|   2.5034e-05|   2.5034e-05|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/bravado_core/__init__.py:2 <module>
